entity,ean,description,gtin,width,height,length,net_weight,gross_weight,created_at,updated_at,release_date,price,avg_price,max_price,min_price,gtins[0].gtin,gtins[0].commercial_unit.type_packaging,gtins[0].commercial_unit.quantity_packaging,gtins[0].commercial_unit.ballast,gtins[0].commercial_unit.layer,origin,barcode_image,api_status,thumbnail,brand.name,brand.picture,ncm.code,ncm.description,ncm.full_description,ncm.ex,gtins[1].gtin,gtins[1].commercial_unit.type_packaging,gtins[1].commercial_unit.quantity_packaging,gtins[1].commercial_unit.ballast,gtins[1].commercial_unit.layer,category.id,category.description,category.parent_id,cest.id,cest.code,cest.description,cest.parent_id,gtins[2].gtin,gtins[2].commercial_unit.type_packaging,gtins[2].commercial_unit.quantity_packaging,gtins[2].commercial_unit.ballast,gtins[2].commercial_unit.layer
Smartphone,7899891204146,SMARTPHONE GALAXY A11 64GB SM-A115MZBSZTO. SAMSUNG,7899891204146,,,,,,2020-11-20T08:18:03.000-03:00,2021-01-23T11:22:50.000-03:00,,,,0,0,7899891204146,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9D48F17E7E8D2FC2CBE102D3650941F5.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7899999325668,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7900015148076,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7900191748008,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7900830190793,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7901294830645,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7902873205229,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7903147393857,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7903312346107,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7904315583490,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7904477236890,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7904801354115,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7905975600152,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7906786902794,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7906981380106,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7907040922633,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7907778231731,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908317345766,IPHONE 14 PRO MAX 256GB PTA,7908317345766,,,,,,2023-05-07T10:15:50.000-03:00,2026-03-12T18:01:28.000-03:00,,,,0,0,7908317345766,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/D3CF1315E0C86F3F851EF00A694799F4.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908340360613,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908414413238,TERM DIGITAL MATTEL HOTWHEELS C/ 1UN,7908414413238,,,,,,2021-11-13T17:27:57.000-03:00,2025-03-03T00:04:12.000-03:00,,,,0,0,7908414413238,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9DCC0F3676CC1833AE43C7A2295A923D.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908414420298,"SMARTPHONE MULTILASER G MAX 2 64GB8MP 6,5PT P9156 MULTILASER CX 1 UN",7908414420298,,,,,,2023-05-07T10:00:11.000-03:00,2024-10-24T00:47:52.000-03:00,,,,0,0,7908414420298,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9DCC0F3676CC183385A2C5CCB2C79FED.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426309383,XIAOMI REDMI A3 128GB PRETO,7908426309383,,,,,,2025-09-07T12:54:30.000-03:00,2026-02-10T01:03:37.000-03:00,,,,0,0,7908426309383,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/EE45BAFAC7DE4BC2472AF8C9201E76B6.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426309932,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426309956,XIAOMI REDMI 14C 256GB PRETO,7908426309956,,,,,,2025-09-07T12:12:25.000-03:00,2026-06-23T00:23:50.000-03:00,,,,0,0,7908426309956,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/EE45BAFAC7DE4BC2EF1DD43C676C6963.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426310921,REDMI NOTE 14 SMART XIAOMI 5G 256GB PT,7908426310921,,,,,,2025-09-07T12:48:12.000-03:00,2025-09-07T12:48:13.000-03:00,,,,0,0,7908426310921,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/EE45BAFAC7DE4BC25BD98AF7F8246C89.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426310945,SMARTPHONE REDMI NOTE 14 5G 8 256GB RX,7908426310945,,,,,,2025-09-07T12:48:57.000-03:00,2025-09-07T12:48:58.000-03:00,,,,0,0,7908426310945,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/EE45BAFAC7DE4BC2A32711FFDD882D34.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426311010,SMARTPHONE POCO X7 5G 8 256GB PT,7908426311010,,,,,,2025-09-07T13:23:34.000-03:00,2025-09-07T13:23:36.000-03:00,,,,0,0,7908426311010,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/EE45BAFAC7DE4BC2F9A1D7B8E385A5A3.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426313274,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426313328,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426313359,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426314325,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908426317555,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908685606636,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908803307902,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908803309883,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908842854511,SMARTP 5G OPPO A5 PRO 256GB MARROM,7908842854511,,,,,,2025-09-07T15:38:37.000-03:00,2025-09-07T15:38:38.000-03:00,,,,0,0,7908842854511,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/4641BBDC924139945CD9EB733F15BABE.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908842862745,SMARTPHONE OPPO A5 4G 256GB BR,7908842862745,,,,,,2025-09-07T15:39:15.000-03:00,2026-01-12T13:15:06.000-03:00,,,,0,0,7908842862745,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/4641BBDC924139942220B5EC07790EAB.png,,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908898457773,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908898477337,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7908898507508,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,7909792629235,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,8033779080586,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,8162884236790,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,8644322405802,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,8806095663807,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,8806097425106,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,8989166115990,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,9051719359690,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,9444806731156,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,9672166980048,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,9942839817729,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Smartphone,9971497446934,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,0600158568287,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,0609963235483,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,0609963236985,IOG FAZENDA INTEGRAL 960G. MORANGO,609963236985,,,,,,2024-11-20T10:29:31.000-03:00,2024-11-20T10:29:32.000-03:00,,,,0,0,609963236985,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/0F7E21BAB741E561795FCE3B3A42E4A4.png,,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,0842536108610,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,2000000098913,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7448070182098,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7791825726390,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7791928819074,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7793601450956,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7793601743317,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7793903704009,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7794346921756,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7794555526551,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7795589840415,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7795633342643,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7795633354219,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7804126191658,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7804126191726,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7807384149768,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7807384230022,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7807576291640,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7890000217262,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7890001091786,TOP BIA,7890001091786,,,,,,2019-01-23T23:21:44.000-02:00,2024-11-27T15:37:28.000-03:00,,,,0,0,7890001091786,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/CD89607A1DD541DEED8C0F59B29F85A5.png,,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7890015510037,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7890018800500,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7890138429124,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7890692709991,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7890718481900,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7891206200751,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7891468684931,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7891674677741,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7892212340073,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7892212373859,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7892212388891,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7892317826892,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7892546542471,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7892755772072,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893590795585,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893781951103,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893833710368,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893833710702,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893833711662,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893833711778,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893833714618,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893833714861,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7893833730519,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894082974181,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894083383487,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894083410893,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894243539471,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894253263632,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894488542618,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894623079504,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894982488573,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894983960931,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894985518932,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7894985519038,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7895141986244,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7895224566950,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7895491935503,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7895601400945,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7895609805254,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7895712043901,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7895917515982,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7896047938702,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7896460053549,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7896460057271,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7896460070706,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7896555190111,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7897259026126,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7897391050041,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898119395420,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898467650653,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898707390608,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898707397003,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898715262102,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898753861374,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898760839380,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898760839649,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898764230091,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898770446578,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898960046137,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898960046502,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898960049176,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898960052619,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7898964757411,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7899390840944,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7899441124658,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7899820101447,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7899820103731,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7899820104264,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7899820108750,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7899913431437,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900019778323,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900263001024,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900263101038,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900263105623,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288024046,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288090874,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288097804,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288105974,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288160270,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288216991,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288223715,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288242006,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288257383,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288258533,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288260253,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288269171,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288286116,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288381972,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288382153,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288416827,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288417978,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288431158,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288450173,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288458582,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288472571,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7900288476890,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901017003844,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901017008214,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901017065088,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901056011428,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901061939748,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901130765452,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901132131453,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901132161771,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901151402329,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7901151406402,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7902307799683,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7908002490795,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7908007810703,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7908007821501,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7908007825837,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7908107758974,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Sofá,7908107771621,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
